id;visitatore_id;opera_id;timestamp;durata;data_visita;source_file;fonte;data_creazione;timestamp_visita
43;70;84;1662811200;1231;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
44;45;44;1662811200;1360;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
45;24;70;1662811200;770;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
46;21;2;1662811200;288;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
47;24;13;1662811200;1538;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
48;82;52;1662811200;1701;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
49;86;94;1662811200;936;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
50;74;8;1662811200;1422;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
51;51;26;1662811200;1730;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
52;21;54;1662811200;1777;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
53;43;72;1662811200;163;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
54;71;74;1662811200;641;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
55;81;90;1662811200;352;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
56;35;66;1662811200;222;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
57;34;65;1662811200;1554;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
58;65;22;1662811200;1338;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
59;60;24;1662811200;1776;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
60;20;14;1662811200;1315;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
61;20;42;1662811200;1313;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
62;95;12;1662811200;527;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
63;74;10;1662811200;856;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
64;5;58;1662811200;995;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
65;5;58;1662811200;1276;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
66;61;85;1662811200;1008;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
67;1;42;1662811200;70;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
68;7;72;1662811200;411;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
69;54;73;1662811200;736;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
70;62;62;1662811200;1490;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
71;12;21;1662811200;1472;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
72;53;46;1662811200;677;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
73;61;54;1662811200;165;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
74;89;45;1662811200;824;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
75;92;84;1662811200;252;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
76;53;1;1662811200;1106;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
77;63;10;1662811200;1225;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
78;44;63;1662811200;1692;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
79;94;35;1662811200;1400;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
80;59;91;1662811200;478;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
81;16;57;1662811200;1273;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
82;46;73;1662811200;1150;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
83;98;54;1662811200;1138;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
84;17;47;1662811200;1679;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
85;94;7;1662811200;712;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
86;90;88;1662811200;1182;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
87;25;46;1662811200;163;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
88;93;9;1662811200;1044;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
89;19;51;1662811200;1066;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
90;24;30;1662811200;287;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
91;90;36;1662811200;1301;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
92;66;94;1662811200;1258;2022-09-21T00:00:00.000+02:00;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/visitatori/visite/test/processed/raw_visite_100.csv;test;2022-09-10T14:00:00.000+02:00;2022-09-21T18:40:22.000+02:00
