id;tag_id;titolo;tipologia;anno;provenienza;autore;source_file;data_creazione;fonte;secolo
33;37;titolo XHCX0X1GB5;Tipologia 29f7wqy8nq;2007;Citta G940r4gbyb;Nome Autore 33;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
34;2;titolo MCUZ96PKSY;Tipologia Iezxmtkxca;1933;Citta Owmkh65xsi;Nome Autore 34;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
35;23;titolo K947DH1P17;Tipologia Kn8xskuen6;1991;Citta Docn9ilv0f;Nome Autore 35;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
36;11;titolo 8Z6V2ZZGQ7;Tipologia Zo55wel658;1949;Citta 4kmoheuax8;Nome Autore 36;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
37;1;titolo P8F9L9EQ51;Tipologia 2a87ne5oni;2017;Citta Mprc0ryjwm;Nome Autore 37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
38;17;titolo EYNE4N572D;Tipologia Zchmv4xybj;1906;Citta H0yjiiza8a;Nome Autore 38;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
39;20;titolo S7D76DZB0T;Tipologia Zy7u90keoo;1938;Citta Plaj8mwj5f;Nome Autore 39;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
40;74;titolo SOVXTQMDT8;Tipologia X8axz4izn8;1903;Citta Y3ffkuzfqg;Nome Autore 40;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
41;55;titolo KX8GBPP5WV;Tipologia 57qhc62urj;1927;Citta 3tdprihtrw;Nome Autore 41;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
42;25;titolo B4WX1WKYB9;Tipologia 75bj8q1vc9;2002;Citta E9qvvmkc6l;Nome Autore 42;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
43;18;titolo 08DN1L7SHR;Tipologia 21iaq4jmx1;1908;Citta Ecwokbzzrh;Nome Autore 43;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
44;5;titolo 0AOX23ZE8E;Tipologia 8z8qepf27n;1931;Citta F2tx24dval;Nome Autore 44;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
45;85;titolo 6UBAQ1RN5O;Tipologia V4czpoginv;1927;Citta 15omiw04kp;Nome Autore 45;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
46;46;titolo FOF8O9LDYJ;Tipologia 9yrqtkvzfh;2013;Citta In8crp6tre;Nome Autore 46;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
47;56;titolo 2KZ5O9BRF6;Tipologia Ipd65etcum;1978;Citta Sh59aikwnf;Nome Autore 47;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
48;97;titolo 4O5BF6TSNG;Tipologia Bm8pxa9nvy;2014;Citta Ak8zeq9xhq;Nome Autore 48;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
49;54;titolo 5AUVCKKKLL;Tipologia On9bw9ktv7;1966;Citta K9pgv2cin0;Nome Autore 49;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
50;62;titolo 7RYLOGXMYF;Tipologia J20a9hmwmk;1967;Citta 9kmlyd42oz;Nome Autore 50;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
51;46;titolo B3KNUXHYUY;Tipologia 0c4feftfn3;2003;Citta Rdyq7ozh0k;Nome Autore 51;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
52;84;titolo VTSGY51FIB;Tipologia Qv91d56mb3;1976;Citta Ewyj48jfsd;Nome Autore 52;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
53;92;titolo R5MK1251DI;Tipologia Aops7vqgkd;1947;Citta El4wj71xpu;Nome Autore 53;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
54;88;titolo MZXIGTD9GH;Tipologia 2giluq6x1u;1978;Citta Dkw6vl30yf;Nome Autore 54;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
55;41;titolo YJ6IKODTNQ;Tipologia Aaf4mnxede;1964;Citta Ofd61192f6;Nome Autore 55;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
56;61;titolo ODPB8JFI5Q;Tipologia Rndcp1vs2t;2009;Citta Pcvkxy9asp;Nome Autore 56;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
57;59;titolo A9N86YXSS6;Tipologia 8vic6iqs54;1904;Citta 21s2y8mom7;Nome Autore 57;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
58;59;titolo OTY2WTXUNP;Tipologia 44iyq7dq9q;1985;Citta Lfonrbn71s;Nome Autore 58;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
59;38;titolo ZC065XW3JH;Tipologia 0c11qzpx2u;1923;Citta Sn5vugxyry;Nome Autore 59;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
60;63;titolo O014M87QYK;Tipologia Ck20m0a3z8;1955;Citta Rid9bwqg9m;Nome Autore 60;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
61;15;titolo SVBDZ91AD0;Tipologia 2py3gkoyzz;1971;Citta P0pvjptvpe;Nome Autore 61;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
62;87;titolo I0NBP7OZLB;Tipologia 28b9h7di4g;1966;Citta 32k2rjg9kt;Nome Autore 62;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
63;49;titolo KJMBYASSGS;Tipologia Go319e95gb;1930;Citta 857luupecp;Nome Autore 63;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
64;80;titolo JH3H1B20FO;Tipologia 3d5whj5lzl;1912;Citta 4mphxrp1hj;Nome Autore 64;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
65;6;titolo 395306Q3BL;Tipologia Pc8j1a7rdc;1928;Citta Bwa3y32v4b;Nome Autore 65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
66;84;titolo N7JJMKQSY3;Tipologia 92me2be4hl;1986;Citta Ilkgp9a8px;Nome Autore 66;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
67;30;titolo EEPFU529CV;Tipologia Fhegpqw1ni;1971;Citta 0f5noq2p2r;Nome Autore 67;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
68;3;titolo 571ICUYLU2;Tipologia 15xxpg7ih6;1957;Citta Phrxamy268;Nome Autore 68;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
69;21;titolo UC4SNLM048;Tipologia Zitlbtx1xb;1902;Citta 8x31w9476y;Nome Autore 69;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
70;17;titolo RMVXL89MCB;Tipologia 3eijrqprw1;2020;Citta 1zmzr0mxkb;Nome Autore 70;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
71;76;titolo PLFHSZC1SR;Tipologia O50mkemvis;1942;Citta E511uzwdq4;Nome Autore 71;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
72;10;titolo 3M7CZGK6AV;Tipologia 8kmxo7316x;1981;Citta 7lkehdwla5;Nome Autore 72;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
73;84;titolo QAWLIKQRQ6;Tipologia W2g3kbnccj;1922;Citta Ac0abg1v6n;Nome Autore 73;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
74;49;titolo UQMS9PFYNA;Tipologia 53mlbgncl7;1982;Citta Wk6eymxj1n;Nome Autore 74;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
75;82;titolo DN65FW0VN5;Tipologia P9wzpr74oe;1941;Citta Ktgly6351x;Nome Autore 75;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
76;60;titolo GKQTMQINZE;Tipologia 5my1osrzut;1991;Citta Jy4pyoorzp;Nome Autore 76;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
77;59;titolo TF924V0BEH;Tipologia Bvace4tdm4;2006;Citta Up9gfm8gth;Nome Autore 77;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
78;37;titolo 1B69CGNCE1;Tipologia 0n7z6l1wls;1994;Citta E9rae18htd;Nome Autore 78;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
79;25;titolo 7BTI8QXGJE;Tipologia Uwm8g6gcvh;1975;Citta L172df9xuo;Nome Autore 79;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
80;99;titolo AI7WMWENIA;Tipologia 3px2nj0qi1;1978;Citta Sm3fwma925;Nome Autore 80;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
81;69;titolo CF1H6OR1CY;Tipologia Apgfuq1iq6;1990;Citta Ijnd384pyp;Nome Autore 81;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
82;93;titolo 1RD54NAP2T;Tipologia Umr6ffe6vj;1942;Citta Hldk5bz8rp;Nome Autore 82;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
83;94;titolo IETP7WJG1Z;Tipologia 7jg035qhog;1985;Citta B6eulg3u8z;Nome Autore 83;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
84;55;titolo Q2P2ZJCU49;Tipologia Wdzblc7kk5;2011;Citta 0432quk9ik;Nome Autore 84;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;21
85;26;titolo FX98WAWE3V;Tipologia Q5jp7fl9k3;1922;Citta 3svkdot63h;Nome Autore 85;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
86;60;titolo GUKDU7VZTZ;Tipologia Gce5ep8458;1946;Citta Pqc9llf4a6;Nome Autore 86;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
87;79;titolo 3ZY2B716XR;Tipologia H626ft9oac;1926;Citta Fuc6b4yeem;Nome Autore 87;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
88;76;titolo SBD9DHY9FK;Tipologia B0cysc46si;1988;Citta Kfj9o6rjdc;Nome Autore 88;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_10000.csv;2022-09-23T11:17:18.000+02:00;test;20
