id,visitatore,opera,durata,timestamp,data
43,344,948,30:48,1662811200,2022\09\21 18:40:22,
44,383,54,6:15,1662811200,2022\09\21 18:40:22,
45,356,549,30:48,1662811200,2022\09\21 18:40:22,
46,113,808,26:26,1662811200,2022\09\21 18:40:22,
47,24,407,2:47,1662811200,2022\09\21 18:40:22,
48,904,539,22:32,1662811200,2022\09\21 18:40:22,
49,429,853,28:47,1662811200,2022\09\21 18:40:22,
50,355,342,18:54,1662811200,2022\09\21 18:40:22,
51,185,87,20:39,1662811200,2022\09\21 18:40:22,
52,710,301,17:21,1662811200,2022\09\21 18:40:22,
53,171,587,2:22,1662811200,2022\09\21 18:40:22,
54,815,397,30:18,1662811200,2022\09\21 18:40:22,
55,412,682,13:34,1662811200,2022\09\21 18:40:22,
56,830,84,30:52,1662811200,2022\09\21 18:40:22,
57,995,979,4:38,1662811200,2022\09\21 18:40:22,
58,584,999,12:11,1662811200,2022\09\21 18:40:22,
59,784,484,4:54,1662811200,2022\09\21 18:40:22,
60,787,21,18:44,1662811200,2022\09\21 18:40:22,
61,306,311,15:33,1662811200,2022\09\21 18:40:22,
62,771,214,20:33,1662811200,2022\09\21 18:40:22,
63,839,477,9:28,1662811200,2022\09\21 18:40:22,
64,277,575,19:52,1662811200,2022\09\21 18:40:22,
65,70,442,1:44,1662811200,2022\09\21 18:40:22,
66,554,714,6:37,1662811200,2022\09\21 18:40:22,
67,670,609,25:42,1662811200,2022\09\21 18:40:22,
68,660,547,1:35,1662811200,2022\09\21 18:40:22,
69,879,731,15:38,1662811200,2022\09\21 18:40:22,
70,658,626,29:42,1662811200,2022\09\21 18:40:22,
71,952,608,19:50,1662811200,2022\09\21 18:40:22,
72,742,263,13:31,1662811200,2022\09\21 18:40:22,
73,194,17,4:30,1662811200,2022\09\21 18:40:22,
74,129,224,8:36,1662811200,2022\09\21 18:40:22,
75,712,1,28:37,1662811200,2022\09\21 18:40:22,
76,44,825,27:59,1662811200,2022\09\21 18:40:22,
77,686,655,30:41,1662811200,2022\09\21 18:40:22,
78,404,404,5:39,1662811200,2022\09\21 18:40:22,
79,410,453,20:28,1662811200,2022\09\21 18:40:22,
80,31,716,8:29,1662811200,2022\09\21 18:40:22,
81,31,871,4:16,1662811200,2022\09\21 18:40:22,
82,895,151,8:59,1662811200,2022\09\21 18:40:22,
83,858,29,15:50,1662811200,2022\09\21 18:40:22,
84,672,106,17:24,1662811200,2022\09\21 18:40:22,
85,194,514,9:15,1662811200,2022\09\21 18:40:22,
86,247,958,7:24,1662811200,2022\09\21 18:40:22,
87,759,382,20:30,1662811200,2022\09\21 18:40:22,
88,547,314,6:13,1662811200,2022\09\21 18:40:22,
89,227,542,11:15,1662811200,2022\09\21 18:40:22,
90,640,91,27:46,1662811200,2022\09\21 18:40:22,
91,597,823,6:25,1662811200,2022\09\21 18:40:22,
92,17,693,18:36,1662811200,2022\09\21 18:40:22,
93,196,853,22:35,1662811200,2022\09\21 18:40:22,
94,799,125,4:41,1662811200,2022\09\21 18:40:22,
95,599,742,12:10,1662811200,2022\09\21 18:40:22,
96,707,612,18:26,1662811200,2022\09\21 18:40:22,
97,55,619,22:56,1662811200,2022\09\21 18:40:22,
98,281,993,29:27,1662811200,2022\09\21 18:40:22,
99,297,518,15:55,1662811200,2022\09\21 18:40:22,
100,669,378,4:18,1662811200,2022\09\21 18:40:22,
101,97,146,4:49,1662811200,2022\09\21 18:40:22,
102,416,767,13:58,1662811200,2022\09\21 18:40:22,
103,423,918,25:27,1662811200,2022\09\21 18:40:22,
104,807,635,24:10,1662811200,2022\09\21 18:40:22,
105,722,392,27:54,1662811200,2022\09\21 18:40:22,
106,449,522,5:17,1662811200,2022\09\21 18:40:22,
107,40,809,28:47,1662811200,2022\09\21 18:40:22,
108,545,855,4:34,1662811200,2022\09\21 18:40:22,
109,902,428,13:54,1662811200,2022\09\21 18:40:22,
110,585,241,6:35,1662811200,2022\09\21 18:40:22,
111,751,6,30:15,1662811200,2022\09\21 18:40:22,
112,176,665,29:32,1662811200,2022\09\21 18:40:22,
113,80,118,25:33,1662811200,2022\09\21 18:40:22,
114,833,652,14:33,1662811200,2022\09\21 18:40:22,
115,513,619,19:57,1662811200,2022\09\21 18:40:22,
116,998,51,20:28,1662811200,2022\09\21 18:40:22,
117,805,260,26:10,1662811200,2022\09\21 18:40:22,
118,343,401,18:44,1662811200,2022\09\21 18:40:22,
119,528,648,2:22,1662811200,2022\09\21 18:40:22,
120,109,755,7:17,1662811200,2022\09\21 18:40:22,
121,565,685,20:31,1662811200,2022\09\21 18:40:22,
122,457,430,3:22,1662811200,2022\09\21 18:40:22,
123,573,397,26:40,1662811200,2022\09\21 18:40:22,
124,697,796,29:54,1662811200,2022\09\21 18:40:22,
125,306,196,10:40,1662811200,2022\09\21 18:40:22,
126,185,201,28:15,1662811200,2022\09\21 18:40:22,
127,542,683,28:52,1662811200,2022\09\21 18:40:22,
128,64,512,15:42,1662811200,2022\09\21 18:40:22,
129,164,222,16:23,1662811200,2022\09\21 18:40:22,
130,507,980,30:13,1662811200,2022\09\21 18:40:22,
131,538,295,4:57,1662811200,2022\09\21 18:40:22,
132,501,483,27:56,1662811200,2022\09\21 18:40:22,
133,873,503,11:52,1662811200,2022\09\21 18:40:22,
134,613,815,21:42,1662811200,2022\09\21 18:40:22,
135,420,440,6:22,1662811200,2022\09\21 18:40:22,
136,189,438,3:26,1662811200,2022\09\21 18:40:22,
137,364,529,9:32,1662811200,2022\09\21 18:40:22,
138,133,770,3:34,1662811200,2022\09\21 18:40:22,
139,148,573,4:38,1662811200,2022\09\21 18:40:22,
140,743,645,15:42,1662811200,2022\09\21 18:40:22,
141,531,452,29:16,1662811200,2022\09\21 18:40:22,
142,733,986,25:19,1662811200,2022\09\21 18:40:22,
143,347,479,17:52,1662811200,2022\09\21 18:40:22,
144,374,822,2:50,1662811200,2022\09\21 18:40:22,
145,40,145,25:36,1662811200,2022\09\21 18:40:22,
146,77,890,17:42,1662811200,2022\09\21 18:40:22,
147,664,720,6:41,1662811200,2022\09\21 18:40:22,
148,165,362,19:37,1662811200,2022\09\21 18:40:22,
149,632,442,9:35,1662811200,2022\09\21 18:40:22,
150,735,590,4:51,1662811200,2022\09\21 18:40:22,
151,844,285,20:35,1662811200,2022\09\21 18:40:22,
152,608,482,12:17,1662811200,2022\09\21 18:40:22,
153,134,216,28:19,1662811200,2022\09\21 18:40:22,
154,975,325,22:27,1662811200,2022\09\21 18:40:22,
155,452,68,8:28,1662811200,2022\09\21 18:40:22,
156,317,396,16:19,1662811200,2022\09\21 18:40:22,
157,349,547,8:24,1662811200,2022\09\21 18:40:22,
158,196,840,19:45,1662811200,2022\09\21 18:40:22,
159,61,983,8:14,1662811200,2022\09\21 18:40:22,
160,587,216,13:16,1662811200,2022\09\21 18:40:22,
161,271,677,7:17,1662811200,2022\09\21 18:40:22,
162,436,237,5:22,1662811200,2022\09\21 18:40:22,
163,103,452,29:40,1662811200,2022\09\21 18:40:22,
164,661,810,21:51,1662811200,2022\09\21 18:40:22,
165,44,670,9:25,1662811200,2022\09\21 18:40:22,
166,743,999,16:12,1662811200,2022\09\21 18:40:22,
167,892,454,7:43,1662811200,2022\09\21 18:40:22,
168,407,10,10:38,1662811200,2022\09\21 18:40:22,
169,465,846,28:36,1662811200,2022\09\21 18:40:22,
170,345,974,27:53,1662811200,2022\09\21 18:40:22,
171,191,840,1:29,1662811200,2022\09\21 18:40:22,
172,11,696,17:51,1662811200,2022\09\21 18:40:22,
173,909,696,4:26,1662811200,2022\09\21 18:40:22,
174,177,436,22:41,1662811200,2022\09\21 18:40:22,
175,810,851,3:57,1662811200,2022\09\21 18:40:22,
176,575,113,25:14,1662811200,2022\09\21 18:40:22,
177,501,799,5:46,1662811200,2022\09\21 18:40:22,
178,429,603,12:18,1662811200,2022\09\21 18:40:22,
179,221,841,23:34,1662811200,2022\09\21 18:40:22,
180,557,243,5:36,1662811200,2022\09\21 18:40:22,
181,459,960,14:42,1662811200,2022\09\21 18:40:22,
182,656,322,25:43,1662811200,2022\09\21 18:40:22,
183,716,476,30:59,1662811200,2022\09\21 18:40:22,
184,914,251,27:26,1662811200,2022\09\21 18:40:22,
185,634,91,6:34,1662811200,2022\09\21 18:40:22,
186,431,314,29:55,1662811200,2022\09\21 18:40:22,
187,527,785,9:46,1662811200,2022\09\21 18:40:22,
188,605,987,17:21,1662811200,2022\09\21 18:40:22,
189,362,88,4:13,1662811200,2022\09\21 18:40:22,
190,416,430,6:37,1662811200,2022\09\21 18:40:22,
191,52,501,7:32,1662811200,2022\09\21 18:40:22,
192,5,888,6:14,1662811200,2022\09\21 18:40:22,
193,29,773,27:18,1662811200,2022\09\21 18:40:22,
194,805,260,21:51,1662811200,2022\09\21 18:40:22,
195,822,36,16:58,1662811200,2022\09\21 18:40:22,
196,242,637,5:11,1662811200,2022\09\21 18:40:22,
197,762,825,29:49,1662811200,2022\09\21 18:40:22,
198,475,306,28:11,1662811200,2022\09\21 18:40:22,
199,250,833,24:31,1662811200,2022\09\21 18:40:22,
200,452,298,9:47,1662811200,2022\09\21 18:40:22,
201,509,493,2:31,1662811200,2022\09\21 18:40:22,
202,434,29,27:59,1662811200,2022\09\21 18:40:22,
203,487,893,29:43,1662811200,2022\09\21 18:40:22,
204,565,426,18:14,1662811200,2022\09\21 18:40:22,
205,372,80,15:37,1662811200,2022\09\21 18:40:22,
206,657,991,22:38,1662811200,2022\09\21 18:40:22,
207,239,528,4:25,1662811200,2022\09\21 18:40:22,
208,62,125,1:28,1662811200,2022\09\21 18:40:22,
209,717,79,30:39,1662811200,2022\09\21 18:40:22,
210,307,560,9:45,1662811200,2022\09\21 18:40:22,
211,111,457,18:17,1662811200,2022\09\21 18:40:22,
212,332,30,18:19,1662811200,2022\09\21 18:40:22,
213,532,551,15:21,1662811200,2022\09\21 18:40:22,
214,4,189,26:41,1662811200,2022\09\21 18:40:22,
215,749,468,25:52,1662811200,2022\09\21 18:40:22,
216,101,521,27:59,1662811200,2022\09\21 18:40:22,
217,71,439,4:43,1662811200,2022\09\21 18:40:22,
218,272,161,26:34,1662811200,2022\09\21 18:40:22,
219,191,864,28:40,1662811200,2022\09\21 18:40:22,
220,374,171,14:47,1662811200,2022\09\21 18:40:22,
221,808,814,5:15,1662811200,2022\09\21 18:40:22,
222,487,410,10:35,1662811200,2022\09\21 18:40:22,
223,654,340,18:17,1662811200,2022\09\21 18:40:22,
224,835,899,3:16,1662811200,2022\09\21 18:40:22,
225,999,586,10:47,1662811200,2022\09\21 18:40:22,
226,143,492,26:20,1662811200,2022\09\21 18:40:22,
227,927,195,7:50,1662811200,2022\09\21 18:40:22,
228,925,887,17:54,1662811200,2022\09\21 18:40:22,
229,381,286,30:14,1662811200,2022\09\21 18:40:22,
230,962,571,14:41,1662811200,2022\09\21 18:40:22,
231,131,394,17:51,1662811200,2022\09\21 18:40:22,
232,398,116,4:23,1662811200,2022\09\21 18:40:22,
233,371,376,14:32,1662811200,2022\09\21 18:40:22,
234,214,898,17:39,1662811200,2022\09\21 18:40:22,
235,751,371,22:51,1662811200,2022\09\21 18:40:22,
236,811,283,28:40,1662811200,2022\09\21 18:40:22,
237,732,548,10:29,1662811200,2022\09\21 18:40:22,
238,899,313,9:52,1662811200,2022\09\21 18:40:22,
239,271,282,21:15,1662811200,2022\09\21 18:40:22,
240,949,761,18:34,1662811200,2022\09\21 18:40:22,
241,824,165,14:27,1662811200,2022\09\21 18:40:22,
242,26,417,11:12,1662811200,2022\09\21 18:40:22,
243,335,80,27:43,1662811200,2022\09\21 18:40:22,
244,415,249,29:37,1662811200,2022\09\21 18:40:22,
245,775,231,24:31,1662811200,2022\09\21 18:40:22,
246,537,286,11:40,1662811200,2022\09\21 18:40:22,
247,342,394,16:17,1662811200,2022\09\21 18:40:22,
248,790,814,24:31,1662811200,2022\09\21 18:40:22,
249,707,30,2:30,1662811200,2022\09\21 18:40:22,
250,695,730,8:39,1662811200,2022\09\21 18:40:22,
251,475,227,30:59,1662811200,2022\09\21 18:40:22,
252,658,851,10:41,1662811200,2022\09\21 18:40:22,
253,350,929,21:17,1662811200,2022\09\21 18:40:22,
254,941,748,3:38,1662811200,2022\09\21 18:40:22,
255,484,680,26:45,1662811200,2022\09\21 18:40:22,
256,439,955,2:43,1662811200,2022\09\21 18:40:22,
257,982,46,2:28,1662811200,2022\09\21 18:40:22,
258,569,478,22:49,1662811200,2022\09\21 18:40:22,
259,728,159,7:38,1662811200,2022\09\21 18:40:22,
260,746,622,12:31,1662811200,2022\09\21 18:40:22,
261,199,929,18:56,1662811200,2022\09\21 18:40:22,
262,557,731,10:58,1662811200,2022\09\21 18:40:22,
263,742,276,15:57,1662811200,2022\09\21 18:40:22,
264,75,458,25:48,1662811200,2022\09\21 18:40:22,
265,909,975,10:36,1662811200,2022\09\21 18:40:22,
266,337,846,17:55,1662811200,2022\09\21 18:40:22,
267,981,127,6:38,1662811200,2022\09\21 18:40:22,
268,847,40,12:25,1662811200,2022\09\21 18:40:22,
269,956,202,15:51,1662811200,2022\09\21 18:40:22,
270,542,666,10:16,1662811200,2022\09\21 18:40:22,
271,725,251,29:11,1662811200,2022\09\21 18:40:22,
272,724,162,18:12,1662811200,2022\09\21 18:40:22,
273,519,129,7:22,1662811200,2022\09\21 18:40:22,
274,833,889,16:54,1662811200,2022\09\21 18:40:22,
275,373,234,22:44,1662811200,2022\09\21 18:40:22,
276,374,426,17:24,1662811200,2022\09\21 18:40:22,
277,476,569,12:18,1662811200,2022\09\21 18:40:22,
278,507,517,17:14,1662811200,2022\09\21 18:40:22,
279,854,919,19:50,1662811200,2022\09\21 18:40:22,
280,917,925,20:58,1662811200,2022\09\21 18:40:22,
281,136,456,2:56,1662811200,2022\09\21 18:40:22,
282,58,269,2:24,1662811200,2022\09\21 18:40:22,
283,612,949,13:56,1662811200,2022\09\21 18:40:22,
284,479,362,13:55,1662811200,2022\09\21 18:40:22,
285,145,850,15:17,1662811200,2022\09\21 18:40:22,
286,982,917,21:13,1662811200,2022\09\21 18:40:22,
287,6,980,14:25,1662811200,2022\09\21 18:40:22,
288,66,892,25:13,1662811200,2022\09\21 18:40:22,
289,619,759,29:22,1662811200,2022\09\21 18:40:22,
290,873,732,25:38,1662811200,2022\09\21 18:40:22,
291,621,596,4:56,1662811200,2022\09\21 18:40:22,
292,335,16,27:19,1662811200,2022\09\21 18:40:22,
293,338,509,25:14,1662811200,2022\09\21 18:40:22,
294,326,903,2:48,1662811200,2022\09\21 18:40:22,
295,15,194,10:16,1662811200,2022\09\21 18:40:22,
296,657,796,19:48,1662811200,2022\09\21 18:40:22,
297,131,478,24:52,1662811200,2022\09\21 18:40:22,
298,329,667,7:40,1662811200,2022\09\21 18:40:22,
299,512,664,17:24,1662811200,2022\09\21 18:40:22,
300,658,517,29:34,1662811200,2022\09\21 18:40:22,
301,458,885,20:30,1662811200,2022\09\21 18:40:22,
302,930,741,18:42,1662811200,2022\09\21 18:40:22,
303,813,865,12:22,1662811200,2022\09\21 18:40:22,
304,305,174,7:56,1662811200,2022\09\21 18:40:22,
305,535,514,28:29,1662811200,2022\09\21 18:40:22,
306,645,517,12:38,1662811200,2022\09\21 18:40:22,
307,257,87,21:49,1662811200,2022\09\21 18:40:22,
308,464,370,7:16,1662811200,2022\09\21 18:40:22,
309,296,162,20:24,1662811200,2022\09\21 18:40:22,
310,426,457,16:56,1662811200,2022\09\21 18:40:22,
311,640,785,2:12,1662811200,2022\09\21 18:40:22,
312,273,246,17:44,1662811200,2022\09\21 18:40:22,
313,725,29,18:57,1662811200,2022\09\21 18:40:22,
314,109,587,29:10,1662811200,2022\09\21 18:40:22,
315,613,199,23:24,1662811200,2022\09\21 18:40:22,
316,31,901,22:40,1662811200,2022\09\21 18:40:22,
317,770,977,29:35,1662811200,2022\09\21 18:40:22,
318,319,846,2:41,1662811200,2022\09\21 18:40:22,
319,892,815,18:53,1662811200,2022\09\21 18:40:22,
320,281,694,20:12,1662811200,2022\09\21 18:40:22,
321,307,35,8:15,1662811200,2022\09\21 18:40:22,
322,297,775,14:18,1662811200,2022\09\21 18:40:22,
323,715,821,12:30,1662811200,2022\09\21 18:40:22,
324,367,70,13:10,1662811200,2022\09\21 18:40:22,
325,666,706,6:49,1662811200,2022\09\21 18:40:22,
326,78,680,8:22,1662811200,2022\09\21 18:40:22,
327,271,648,13:24,1662811200,2022\09\21 18:40:22,
328,920,618,2:53,1662811200,2022\09\21 18:40:22,
329,671,177,26:20,1662811200,2022\09\21 18:40:22,
330,773,682,4:11,1662811200,2022\09\21 18:40:22,
331,653,478,17:11,1662811200,2022\09\21 18:40:22,
332,453,686,3:32,1662811200,2022\09\21 18:40:22,
333,479,352,11:23,1662811200,2022\09\21 18:40:22,
334,199,100,9:11,1662811200,2022\09\21 18:40:22,
335,527,962,21:45,1662811200,2022\09\21 18:40:22,
336,981,970,6:26,1662811200,2022\09\21 18:40:22,
337,981,849,20:25,1662811200,2022\09\21 18:40:22,
338,133,6,7:49,1662811200,2022\09\21 18:40:22,
339,140,231,21:34,1662811200,2022\09\21 18:40:22,
340,903,91,28:19,1662811200,2022\09\21 18:40:22,
341,246,875,13:27,1662811200,2022\09\21 18:40:22,
342,302,164,18:19,1662811200,2022\09\21 18:40:22,
343,108,652,7:46,1662811200,2022\09\21 18:40:22,
344,701,287,29:52,1662811200,2022\09\21 18:40:22,
345,899,961,23:37,1662811200,2022\09\21 18:40:22,
346,189,243,19:40,1662811200,2022\09\21 18:40:22,
347,309,653,10:53,1662811200,2022\09\21 18:40:22,
348,49,892,23:38,1662811200,2022\09\21 18:40:22,
349,610,171,29:27,1662811200,2022\09\21 18:40:22,
350,794,249,12:30,1662811200,2022\09\21 18:40:22,
351,303,219,30:58,1662811200,2022\09\21 18:40:22,
352,486,262,12:48,1662811200,2022\09\21 18:40:22,
353,316,939,18:24,1662811200,2022\09\21 18:40:22,
354,815,375,12:33,1662811200,2022\09\21 18:40:22,
355,243,52,1:34,1662811200,2022\09\21 18:40:22,
356,322,692,3:18,1662811200,2022\09\21 18:40:22,
357,447,460,24:18,1662811200,2022\09\21 18:40:22,
358,649,880,8:46,1662811200,2022\09\21 18:40:22,
359,608,331,6:19,1662811200,2022\09\21 18:40:22,
360,667,156,28:45,1662811200,2022\09\21 18:40:22,
361,977,162,23:31,1662811200,2022\09\21 18:40:22,
362,904,672,9:34,1662811200,2022\09\21 18:40:22,
363,253,339,11:44,1662811200,2022\09\21 18:40:22,
364,192,764,28:48,1662811200,2022\09\21 18:40:22,
365,222,540,23:57,1662811200,2022\09\21 18:40:22,
366,338,757,22:19,1662811200,2022\09\21 18:40:22,
367,999,959,3:11,1662811200,2022\09\21 18:40:22,
368,54,203,6:41,1662811200,2022\09\21 18:40:22,
369,242,501,14:44,1662811200,2022\09\21 18:40:22,
370,701,384,6:19,1662811200,2022\09\21 18:40:22,
371,720,841,25:46,1662811200,2022\09\21 18:40:22,
372,574,89,23:50,1662811200,2022\09\21 18:40:22,
373,30,763,25:19,1662811200,2022\09\21 18:40:22,
374,865,241,24:16,1662811200,2022\09\21 18:40:22,
375,145,68,9:49,1662811200,2022\09\21 18:40:22,
376,95,145,9:15,1662811200,2022\09\21 18:40:22,
377,913,103,17:41,1662811200,2022\09\21 18:40:22,
378,973,119,17:19,1662811200,2022\09\21 18:40:22,
379,115,332,2:51,1662811200,2022\09\21 18:40:22,
380,2,294,6:27,1662811200,2022\09\21 18:40:22,
381,146,930,8:11,1662811200,2022\09\21 18:40:22,
382,341,131,16:53,1662811200,2022\09\21 18:40:22,
383,642,809,2:33,1662811200,2022\09\21 18:40:22,
384,248,284,9:48,1662811200,2022\09\21 18:40:22,
385,191,504,26:31,1662811200,2022\09\21 18:40:22,
386,78,580,29:47,1662811200,2022\09\21 18:40:22,
387,215,625,18:54,1662811200,2022\09\21 18:40:22,
388,49,513,7:56,1662811200,2022\09\21 18:40:22,
389,335,944,24:41,1662811200,2022\09\21 18:40:22,
390,4,138,27:43,1662811200,2022\09\21 18:40:22,
391,311,278,2:31,1662811200,2022\09\21 18:40:22,
392,130,193,26:57,1662811200,2022\09\21 18:40:22,
393,243,341,23:55,1662811200,2022\09\21 18:40:22,
394,558,843,30:54,1662811200,2022\09\21 18:40:22,
395,976,978,27:23,1662811200,2022\09\21 18:40:22,
396,425,955,5:12,1662811200,2022\09\21 18:40:22,
397,953,176,18:17,1662811200,2022\09\21 18:40:22,
398,995,171,23:25,1662811200,2022\09\21 18:40:22,
399,107,292,16:52,1662811200,2022\09\21 18:40:22,
400,146,940,29:11,1662811200,2022\09\21 18:40:22,
401,376,211,11:59,1662811200,2022\09\21 18:40:22,
402,847,176,4:58,1662811200,2022\09\21 18:40:22,
403,921,169,16:14,1662811200,2022\09\21 18:40:22,
404,678,233,21:16,1662811200,2022\09\21 18:40:22,
405,936,656,17:38,1662811200,2022\09\21 18:40:22,
406,8,67,14:14,1662811200,2022\09\21 18:40:22,
407,197,363,2:35,1662811200,2022\09\21 18:40:22,
408,715,836,9:56,1662811200,2022\09\21 18:40:22,
409,420,538,24:14,1662811200,2022\09\21 18:40:22,
410,961,303,3:31,1662811200,2022\09\21 18:40:22,
411,924,975,11:51,1662811200,2022\09\21 18:40:22,
412,216,651,26:32,1662811200,2022\09\21 18:40:22,
413,596,636,6:49,1662811200,2022\09\21 18:40:22,
414,517,529,26:52,1662811200,2022\09\21 18:40:22,
415,790,252,21:39,1662811200,2022\09\21 18:40:22,
416,631,294,5:21,1662811200,2022\09\21 18:40:22,
417,918,316,12:14,1662811200,2022\09\21 18:40:22,
418,406,739,19:19,1662811200,2022\09\21 18:40:22,
419,334,522,26:27,1662811200,2022\09\21 18:40:22,
420,889,589,3:36,1662811200,2022\09\21 18:40:22,
421,17,853,8:58,1662811200,2022\09\21 18:40:22,
422,736,965,6:46,1662811200,2022\09\21 18:40:22,
423,497,439,7:48,1662811200,2022\09\21 18:40:22,
424,797,673,8:54,1662811200,2022\09\21 18:40:22,
425,705,344,16:23,1662811200,2022\09\21 18:40:22,
426,726,725,6:34,1662811200,2022\09\21 18:40:22,
427,714,599,8:27,1662811200,2022\09\21 18:40:22,
428,779,200,16:10,1662811200,2022\09\21 18:40:22,
429,192,97,11:22,1662811200,2022\09\21 18:40:22,
430,752,760,26:27,1662811200,2022\09\21 18:40:22,
431,524,192,1:23,1662811200,2022\09\21 18:40:22,
432,19,774,28:21,1662811200,2022\09\21 18:40:22,
433,826,855,2:27,1662811200,2022\09\21 18:40:22,
434,239,311,8:25,1662811200,2022\09\21 18:40:22,
435,246,955,2:12,1662811200,2022\09\21 18:40:22,
436,651,643,25:13,1662811200,2022\09\21 18:40:22,
437,332,489,14:21,1662811200,2022\09\21 18:40:22,
438,253,723,13:15,1662811200,2022\09\21 18:40:22,
439,63,446,29:45,1662811200,2022\09\21 18:40:22,
440,411,917,22:55,1662811200,2022\09\21 18:40:22,
441,756,11,12:28,1662811200,2022\09\21 18:40:22,
442,712,797,8:20,1662811200,2022\09\21 18:40:22,
443,795,385,26:48,1662811200,2022\09\21 18:40:22,
444,36,722,6:41,1662811200,2022\09\21 18:40:22,
445,533,454,18:25,1662811200,2022\09\21 18:40:22,
446,168,349,10:18,1662811200,2022\09\21 18:40:22,
447,664,470,19:35,1662811200,2022\09\21 18:40:22,
448,940,832,24:35,1662811200,2022\09\21 18:40:22,
449,949,8,16:56,1662811200,2022\09\21 18:40:22,
450,859,121,29:15,1662811200,2022\09\21 18:40:22,
451,707,852,8:47,1662811200,2022\09\21 18:40:22,
452,811,680,30:55,1662811200,2022\09\21 18:40:22,
453,681,389,27:21,1662811200,2022\09\21 18:40:22,
454,985,761,29:50,1662811200,2022\09\21 18:40:22,
455,487,168,7:46,1662811200,2022\09\21 18:40:22,
456,483,973,27:27,1662811200,2022\09\21 18:40:22,
457,981,865,27:16,1662811200,2022\09\21 18:40:22,
458,421,423,6:18,1662811200,2022\09\21 18:40:22,
459,526,116,21:13,1662811200,2022\09\21 18:40:22,
460,577,379,25:25,1662811200,2022\09\21 18:40:22,
461,246,436,23:41,1662811200,2022\09\21 18:40:22,
462,205,820,3:25,1662811200,2022\09\21 18:40:22,
463,110,54,4:49,1662811200,2022\09\21 18:40:22,
464,847,182,7:30,1662811200,2022\09\21 18:40:22,
465,287,737,1:42,1662811200,2022\09\21 18:40:22,
466,595,358,26:56,1662811200,2022\09\21 18:40:22,
467,724,27,10:50,1662811200,2022\09\21 18:40:22,
468,988,217,29:51,1662811200,2022\09\21 18:40:22,
469,80,716,29:43,1662811200,2022\09\21 18:40:22,
470,716,321,1:31,1662811200,2022\09\21 18:40:22,
471,437,759,3:59,1662811200,2022\09\21 18:40:22,
472,709,752,2:50,1662811200,2022\09\21 18:40:22,
473,174,885,4:48,1662811200,2022\09\21 18:40:22,
474,13,631,6:28,1662811200,2022\09\21 18:40:22,
475,375,835,23:20,1662811200,2022\09\21 18:40:22,
476,813,151,23:30,1662811200,2022\09\21 18:40:22,
477,735,372,27:11,1662811200,2022\09\21 18:40:22,
478,650,228,30:13,1662811200,2022\09\21 18:40:22,
479,531,638,2:11,1662811200,2022\09\21 18:40:22,
480,268,595,27:44,1662811200,2022\09\21 18:40:22,
