ID, NOME, ANNO
261,Nome autore 261,1957,
262,Nome autore 262,2013,
263,Nome autore 263,1984,
264,Nome autore 264,1974,
265,Nome autore 265,1975,
266,Nome autore 266,1927,
267,Nome autore 267,1962,
268,Nome autore 268,2001,
269,Nome autore 269,1951,
270,Nome autore 270,1934,
271,Nome autore 271,2009,
272,Nome autore 272,1935,
273,Nome autore 273,1924,
274,Nome autore 274,1999,
275,Nome autore 275,1949,
276,Nome autore 276,2000,
277,Nome autore 277,1960,
278,Nome autore 278,2000,
279,Nome autore 279,1953,
280,Nome autore 280,1995,
281,Nome autore 281,1964,
282,Nome autore 282,1995,
283,Nome autore 283,1944,
284,Nome autore 284,1919,
285,Nome autore 285,1919,
286,Nome autore 286,1987,
287,Nome autore 287,1905,
288,Nome autore 288,1952,
289,Nome autore 289,1906,
290,Nome autore 290,1990,
291,Nome autore 291,1989,
292,Nome autore 292,1911,
293,Nome autore 293,1923,
294,Nome autore 294,2000,
295,Nome autore 295,1983,
296,Nome autore 296,2020,
297,Nome autore 297,2019,
298,Nome autore 298,1936,
299,Nome autore 299,1927,
300,Nome autore 300,1932,
301,Nome autore 301,1911,
302,Nome autore 302,2004,
303,Nome autore 303,2016,
304,Nome autore 304,1993,
305,Nome autore 305,2004,
306,Nome autore 306,2014,
307,Nome autore 307,1965,
308,Nome autore 308,1955,
309,Nome autore 309,1940,
310,Nome autore 310,1943,
311,Nome autore 311,1912,
312,Nome autore 312,1999,
313,Nome autore 313,1988,
314,Nome autore 314,1979,
315,Nome autore 315,2000,
316,Nome autore 316,1925,
317,Nome autore 317,1981,
318,Nome autore 318,1954,
319,Nome autore 319,2015,
320,Nome autore 320,2013,
321,Nome autore 321,2009,
322,Nome autore 322,1945,
323,Nome autore 323,1980,
324,Nome autore 324,2013,
325,Nome autore 325,1923,
326,Nome autore 326,1921,
327,Nome autore 327,1969,
328,Nome autore 328,1934,
329,Nome autore 329,1995,
330,Nome autore 330,1993,
331,Nome autore 331,1924,
332,Nome autore 332,1901,
333,Nome autore 333,1949,
334,Nome autore 334,1910,
335,Nome autore 335,1944,
336,Nome autore 336,1980,
337,Nome autore 337,2006,
338,Nome autore 338,1981,
339,Nome autore 339,1979,
340,Nome autore 340,1933,
341,Nome autore 341,1901,
342,Nome autore 342,1934,
343,Nome autore 343,1985,
344,Nome autore 344,1985,
345,Nome autore 345,1934,
346,Nome autore 346,1979,
347,Nome autore 347,1975,
348,Nome autore 348,1914,
349,Nome autore 349,1919,
350,Nome autore 350,1955,
351,Nome autore 351,1963,
352,Nome autore 352,1941,
353,Nome autore 353,2001,
354,Nome autore 354,1964,
355,Nome autore 355,1922,
356,Nome autore 356,2000,
357,Nome autore 357,1912,
358,Nome autore 358,1952,
359,Nome autore 359,1972,
360,Nome autore 360,1972,
361,Nome autore 361,1983,
362,Nome autore 362,1942,
363,Nome autore 363,1926,
364,Nome autore 364,1901,
365,Nome autore 365,1965,
366,Nome autore 366,1971,
367,Nome autore 367,1981,
368,Nome autore 368,1910,
369,Nome autore 369,1910,
370,Nome autore 370,1999,
371,Nome autore 371,1984,
372,Nome autore 372,1955,
373,Nome autore 373,2009,
374,Nome autore 374,2008,
375,Nome autore 375,1947,
376,Nome autore 376,1971,
377,Nome autore 377,1931,
378,Nome autore 378,1947,
379,Nome autore 379,1989,
380,Nome autore 380,1987,
381,Nome autore 381,1959,
382,Nome autore 382,1984,
383,Nome autore 383,1958,
384,Nome autore 384,1959,
385,Nome autore 385,1921,
386,Nome autore 386,1974,
387,Nome autore 387,1901,
388,Nome autore 388,2006,
389,Nome autore 389,1950,
390,Nome autore 390,1911,
391,Nome autore 391,1900,
392,Nome autore 392,1901,
393,Nome autore 393,1982,
394,Nome autore 394,1985,
395,Nome autore 395,1951,
396,Nome autore 396,2010,
397,Nome autore 397,2015,
398,Nome autore 398,2006,
399,Nome autore 399,1908,
400,Nome autore 400,1987,
401,Nome autore 401,1992,
402,Nome autore 402,1984,
403,Nome autore 403,1979,
404,Nome autore 404,2015,
405,Nome autore 405,1915,
406,Nome autore 406,1935,
407,Nome autore 407,2005,
408,Nome autore 408,1915,
409,Nome autore 409,1928,
410,Nome autore 410,1958,
411,Nome autore 411,1994,
412,Nome autore 412,1997,
413,Nome autore 413,1929,
414,Nome autore 414,2002,
415,Nome autore 415,1996,
416,Nome autore 416,1917,
417,Nome autore 417,1947,
418,Nome autore 418,1988,
419,Nome autore 419,2010,
420,Nome autore 420,1987,
421,Nome autore 421,1972,
422,Nome autore 422,1978,
423,Nome autore 423,1962,
424,Nome autore 424,1947,
425,Nome autore 425,1916,
426,Nome autore 426,1901,
427,Nome autore 427,1932,
428,Nome autore 428,1912,
429,Nome autore 429,1974,
430,Nome autore 430,2004,
431,Nome autore 431,2004,
432,Nome autore 432,1918,
433,Nome autore 433,1923,
434,Nome autore 434,1926,
435,Nome autore 435,2015,
436,Nome autore 436,1975,
437,Nome autore 437,1984,
438,Nome autore 438,2008,
439,Nome autore 439,1999,
440,Nome autore 440,2005,
441,Nome autore 441,2001,
442,Nome autore 442,1990,
443,Nome autore 443,1982,
444,Nome autore 444,1979,
445,Nome autore 445,1953,
446,Nome autore 446,1972,
447,Nome autore 447,1986,
448,Nome autore 448,1979,
449,Nome autore 449,1933,
450,Nome autore 450,1993,
451,Nome autore 451,2016,
452,Nome autore 452,1910,
453,Nome autore 453,1971,
454,Nome autore 454,1904,
455,Nome autore 455,1951,
456,Nome autore 456,1936,
457,Nome autore 457,1944,
458,Nome autore 458,1908,
459,Nome autore 459,1969,
460,Nome autore 460,1910,
461,Nome autore 461,1918,
462,Nome autore 462,2001,
463,Nome autore 463,1981,
464,Nome autore 464,1926,
465,Nome autore 465,1940,
466,Nome autore 466,1987,
467,Nome autore 467,1975,
468,Nome autore 468,2017,
469,Nome autore 469,1948,
470,Nome autore 470,2016,
471,Nome autore 471,1949,
472,Nome autore 472,1908,
473,Nome autore 473,1962,
474,Nome autore 474,1933,
475,Nome autore 475,1969,
476,Nome autore 476,1951,
477,Nome autore 477,1904,
478,Nome autore 478,1908,
479,Nome autore 479,2007,
480,Nome autore 480,1970,
481,Nome autore 481,1979,
482,Nome autore 482,1928,
483,Nome autore 483,1939,
484,Nome autore 484,1946,
485,Nome autore 485,1988,
486,Nome autore 486,1973,
487,Nome autore 487,1993,
488,Nome autore 488,2011,
489,Nome autore 489,1961,
490,Nome autore 490,1984,
491,Nome autore 491,1902,
492,Nome autore 492,2008,
493,Nome autore 493,1918,
494,Nome autore 494,1902,
495,Nome autore 495,1907,
496,Nome autore 496,1940,
497,Nome autore 497,1907,
498,Nome autore 498,1979,
499,Nome autore 499,1902,
500,Nome autore 500,1921,
501,Nome autore 501,2002,
502,Nome autore 502,1964,
503,Nome autore 503,2014,
504,Nome autore 504,2015,
505,Nome autore 505,1971,
506,Nome autore 506,2018,
507,Nome autore 507,1917,
508,Nome autore 508,1959,
509,Nome autore 509,1957,
510,Nome autore 510,1974,
511,Nome autore 511,2010,
512,Nome autore 512,1913,
513,Nome autore 513,1943,
514,Nome autore 514,1962,
515,Nome autore 515,1940,
516,Nome autore 516,1944,
517,Nome autore 517,1969,
518,Nome autore 518,1940,
519,Nome autore 519,1906,
520,Nome autore 520,1937,
521,Nome autore 521,1933,
522,Nome autore 522,2014,
523,Nome autore 523,1965,
524,Nome autore 524,1980,
525,Nome autore 525,1985,
526,Nome autore 526,1954,
527,Nome autore 527,1962,
528,Nome autore 528,1974,
529,Nome autore 529,1902,
530,Nome autore 530,1980,
531,Nome autore 531,1948,
532,Nome autore 532,1995,
533,Nome autore 533,2019,
534,Nome autore 534,2009,
535,Nome autore 535,1974,
536,Nome autore 536,1931,
537,Nome autore 537,2001,
538,Nome autore 538,1947,
539,Nome autore 539,1935,
540,Nome autore 540,1929,
541,Nome autore 541,1929,
542,Nome autore 542,2002,
543,Nome autore 543,1947,
544,Nome autore 544,1906,
545,Nome autore 545,1951,
546,Nome autore 546,1992,
547,Nome autore 547,1950,
548,Nome autore 548,1974,
549,Nome autore 549,2004,
550,Nome autore 550,1955,
551,Nome autore 551,1935,
552,Nome autore 552,1910,
553,Nome autore 553,2013,
554,Nome autore 554,1927,
555,Nome autore 555,2014,
556,Nome autore 556,1910,
557,Nome autore 557,1966,
558,Nome autore 558,2020,
559,Nome autore 559,1957,
560,Nome autore 560,1964,
561,Nome autore 561,1976,
562,Nome autore 562,1934,
563,Nome autore 563,1946,
564,Nome autore 564,1934,
565,Nome autore 565,1990,
566,Nome autore 566,1932,
567,Nome autore 567,1957,
568,Nome autore 568,2017,
569,Nome autore 569,1981,
570,Nome autore 570,2004,
571,Nome autore 571,1960,
572,Nome autore 572,1940,
573,Nome autore 573,2019,
574,Nome autore 574,1927,
575,Nome autore 575,2005,
576,Nome autore 576,2004,
577,Nome autore 577,2017,
578,Nome autore 578,2008,
579,Nome autore 579,1937,
580,Nome autore 580,1946,
581,Nome autore 581,1988,
582,Nome autore 582,1992,
583,Nome autore 583,1928,
584,Nome autore 584,1982,
585,Nome autore 585,1924,
586,Nome autore 586,1933,
587,Nome autore 587,1962,
588,Nome autore 588,1961,
589,Nome autore 589,2004,
590,Nome autore 590,1970,
591,Nome autore 591,1969,
592,Nome autore 592,1968,
593,Nome autore 593,1908,
594,Nome autore 594,1922,
595,Nome autore 595,1987,
596,Nome autore 596,1988,
597,Nome autore 597,1967,
598,Nome autore 598,1934,
599,Nome autore 599,2013,
600,Nome autore 600,1914,
601,Nome autore 601,2008,
602,Nome autore 602,1976,
603,Nome autore 603,1974,
604,Nome autore 604,1969,
605,Nome autore 605,2018,
606,Nome autore 606,1931,
607,Nome autore 607,1967,
608,Nome autore 608,1928,
609,Nome autore 609,1932,
610,Nome autore 610,2017,
611,Nome autore 611,1917,
612,Nome autore 612,1965,
613,Nome autore 613,1935,
614,Nome autore 614,1955,
615,Nome autore 615,1980,
616,Nome autore 616,2000,
617,Nome autore 617,2012,
618,Nome autore 618,2018,
619,Nome autore 619,1923,
620,Nome autore 620,1914,
621,Nome autore 621,1952,
622,Nome autore 622,1961,
623,Nome autore 623,1940,
624,Nome autore 624,1932,
625,Nome autore 625,1989,
626,Nome autore 626,1922,
627,Nome autore 627,2012,
628,Nome autore 628,1903,
629,Nome autore 629,1916,
630,Nome autore 630,1944,
631,Nome autore 631,1936,
632,Nome autore 632,1962,
633,Nome autore 633,1994,
634,Nome autore 634,1938,
635,Nome autore 635,1932,
636,Nome autore 636,1994,
637,Nome autore 637,1927,
638,Nome autore 638,1935,
639,Nome autore 639,1944,
640,Nome autore 640,1963,
641,Nome autore 641,1957,
642,Nome autore 642,1936,
643,Nome autore 643,1980,
644,Nome autore 644,1955,
645,Nome autore 645,2004,
646,Nome autore 646,1926,
647,Nome autore 647,1915,
648,Nome autore 648,1977,
649,Nome autore 649,1948,
650,Nome autore 650,1954,
651,Nome autore 651,1948,
652,Nome autore 652,1935,
653,Nome autore 653,1904,
654,Nome autore 654,1963,
655,Nome autore 655,2015,
656,Nome autore 656,2003,
657,Nome autore 657,2013,
658,Nome autore 658,2002,
659,Nome autore 659,1997,
660,Nome autore 660,2005,
661,Nome autore 661,1940,
662,Nome autore 662,2007,
663,Nome autore 663,2003,
664,Nome autore 664,1967,
665,Nome autore 665,1921,
666,Nome autore 666,1969,
667,Nome autore 667,1941,
668,Nome autore 668,1993,
669,Nome autore 669,2013,
670,Nome autore 670,2020,
671,Nome autore 671,1998,
672,Nome autore 672,1902,
673,Nome autore 673,1990,
674,Nome autore 674,1945,
675,Nome autore 675,1978,
676,Nome autore 676,1963,
677,Nome autore 677,1939,
678,Nome autore 678,1923,
679,Nome autore 679,1970,
680,Nome autore 680,1927,
681,Nome autore 681,1954,
682,Nome autore 682,1993,
683,Nome autore 683,1980,
684,Nome autore 684,1975,
685,Nome autore 685,1935,
686,Nome autore 686,1967,
687,Nome autore 687,1944,
688,Nome autore 688,1982,
689,Nome autore 689,1914,
690,Nome autore 690,1925,
691,Nome autore 691,1901,
692,Nome autore 692,2018,
693,Nome autore 693,1917,
694,Nome autore 694,1974,
695,Nome autore 695,1921,
696,Nome autore 696,1911,
697,Nome autore 697,1979,
698,Nome autore 698,1907,
699,Nome autore 699,1910,
700,Nome autore 700,1987,
701,Nome autore 701,1964,
702,Nome autore 702,1927,
703,Nome autore 703,2012,
704,Nome autore 704,1989,
705,Nome autore 705,1977,
706,Nome autore 706,2000,
707,Nome autore 707,1974,
708,Nome autore 708,2007,
709,Nome autore 709,2007,
710,Nome autore 710,1923,
711,Nome autore 711,1953,
712,Nome autore 712,1968,
713,Nome autore 713,2015,
714,Nome autore 714,1913,
715,Nome autore 715,1988,
716,Nome autore 716,2003,
717,Nome autore 717,1955,
718,Nome autore 718,1967,
719,Nome autore 719,1961,
720,Nome autore 720,1927,
721,Nome autore 721,1940,
722,Nome autore 722,1938,
723,Nome autore 723,1968,
724,Nome autore 724,1954,
725,Nome autore 725,2002,
726,Nome autore 726,1911,
727,Nome autore 727,1979,
728,Nome autore 728,1938,
729,Nome autore 729,2009,
730,Nome autore 730,1947,
731,Nome autore 731,1971,
732,Nome autore 732,1967,
733,Nome autore 733,1933,
734,Nome autore 734,1970,
735,Nome autore 735,2011,
736,Nome autore 736,1980,
737,Nome autore 737,2017,
738,Nome autore 738,1999,
739,Nome autore 739,1957,
740,Nome autore 740,1902,
741,Nome autore 741,1971,
742,Nome autore 742,2010,
743,Nome autore 743,1910,
744,Nome autore 744,1943,
745,Nome autore 745,2002,
746,Nome autore 746,1914,
747,Nome autore 747,1984,
748,Nome autore 748,1932,
749,Nome autore 749,2001,
750,Nome autore 750,2014,
751,Nome autore 751,1953,
752,Nome autore 752,1905,
753,Nome autore 753,1916,
754,Nome autore 754,1927,
755,Nome autore 755,1945,
756,Nome autore 756,1993,
757,Nome autore 757,1966,
758,Nome autore 758,1958,
759,Nome autore 759,1952,
760,Nome autore 760,2015,
761,Nome autore 761,1942,
762,Nome autore 762,1954,
763,Nome autore 763,1914,
764,Nome autore 764,1975,
765,Nome autore 765,1979,
766,Nome autore 766,1934,
767,Nome autore 767,1929,
768,Nome autore 768,1902,
769,Nome autore 769,1985,
770,Nome autore 770,2010,
771,Nome autore 771,1995,
772,Nome autore 772,1910,
773,Nome autore 773,1929,
774,Nome autore 774,1994,
775,Nome autore 775,2004,
776,Nome autore 776,1945,
777,Nome autore 777,1900,
778,Nome autore 778,1914,
779,Nome autore 779,2017,
780,Nome autore 780,1918,
781,Nome autore 781,1925,
782,Nome autore 782,1962,
783,Nome autore 783,1969,
784,Nome autore 784,1930,
785,Nome autore 785,1988,
786,Nome autore 786,1916,
787,Nome autore 787,1998,
788,Nome autore 788,1901,
789,Nome autore 789,1948,
790,Nome autore 790,1935,
791,Nome autore 791,1925,
792,Nome autore 792,1993,
793,Nome autore 793,1990,
794,Nome autore 794,1978,
795,Nome autore 795,1921,
796,Nome autore 796,2011,
797,Nome autore 797,1948,
798,Nome autore 798,2018,
799,Nome autore 799,1949,
800,Nome autore 800,1972,
801,Nome autore 801,1907,
802,Nome autore 802,1916,
803,Nome autore 803,1987,
804,Nome autore 804,1937,
805,Nome autore 805,1934,
806,Nome autore 806,1961,
807,Nome autore 807,1949,
808,Nome autore 808,1951,
809,Nome autore 809,1990,
810,Nome autore 810,1921,
811,Nome autore 811,1994,
812,Nome autore 812,1991,
813,Nome autore 813,2020,
814,Nome autore 814,1910,
815,Nome autore 815,2009,
816,Nome autore 816,1941,
817,Nome autore 817,1906,
818,Nome autore 818,1957,
819,Nome autore 819,1976,
820,Nome autore 820,1980,
821,Nome autore 821,1925,
822,Nome autore 822,2018,
823,Nome autore 823,1998,
824,Nome autore 824,1945,
825,Nome autore 825,1982,
826,Nome autore 826,1991,
827,Nome autore 827,1934,
828,Nome autore 828,2012,
829,Nome autore 829,1984,
830,Nome autore 830,1942,
831,Nome autore 831,1904,
832,Nome autore 832,1982,
833,Nome autore 833,1977,
834,Nome autore 834,1969,
835,Nome autore 835,1994,
836,Nome autore 836,1995,
837,Nome autore 837,1953,
838,Nome autore 838,2020,
839,Nome autore 839,1986,
840,Nome autore 840,1989,
841,Nome autore 841,1990,
842,Nome autore 842,1968,
843,Nome autore 843,1911,
844,Nome autore 844,1931,
845,Nome autore 845,1921,
846,Nome autore 846,2013,
847,Nome autore 847,1900,
848,Nome autore 848,1946,
849,Nome autore 849,2001,
850,Nome autore 850,1905,
851,Nome autore 851,1914,
852,Nome autore 852,1901,
853,Nome autore 853,1984,
854,Nome autore 854,1983,
855,Nome autore 855,1978,
856,Nome autore 856,2012,
857,Nome autore 857,1981,
858,Nome autore 858,1985,
859,Nome autore 859,1997,
860,Nome autore 860,1973,
861,Nome autore 861,1971,
862,Nome autore 862,1929,
863,Nome autore 863,1992,
864,Nome autore 864,2003,
865,Nome autore 865,1978,
866,Nome autore 866,1967,
867,Nome autore 867,1917,
868,Nome autore 868,2015,
869,Nome autore 869,1945,
870,Nome autore 870,1964,
871,Nome autore 871,1980,
872,Nome autore 872,1929,
873,Nome autore 873,1909,
874,Nome autore 874,2002,
875,Nome autore 875,1955,
876,Nome autore 876,1965,
877,Nome autore 877,1964,
878,Nome autore 878,1967,
879,Nome autore 879,1986,
880,Nome autore 880,1942,
881,Nome autore 881,1919,
882,Nome autore 882,1980,
883,Nome autore 883,1983,
884,Nome autore 884,1918,
885,Nome autore 885,1927,
886,Nome autore 886,1989,
887,Nome autore 887,1921,
888,Nome autore 888,1916,
889,Nome autore 889,1923,
890,Nome autore 890,2015,
891,Nome autore 891,1962,
892,Nome autore 892,1903,
893,Nome autore 893,1924,
894,Nome autore 894,1943,
895,Nome autore 895,2017,
896,Nome autore 896,1980,
897,Nome autore 897,1977,
898,Nome autore 898,1956,
899,Nome autore 899,1973,
900,Nome autore 900,1927,
901,Nome autore 901,1964,
902,Nome autore 902,1900,
903,Nome autore 903,1986,
904,Nome autore 904,1945,
905,Nome autore 905,1911,
906,Nome autore 906,1904,
907,Nome autore 907,2004,
908,Nome autore 908,1991,
909,Nome autore 909,2015,
910,Nome autore 910,1969,
911,Nome autore 911,2014,
912,Nome autore 912,1947,
913,Nome autore 913,1910,
914,Nome autore 914,1926,
915,Nome autore 915,1976,
916,Nome autore 916,2011,
917,Nome autore 917,1972,
918,Nome autore 918,1945,
919,Nome autore 919,1993,
920,Nome autore 920,2007,
921,Nome autore 921,1954,
922,Nome autore 922,1969,
923,Nome autore 923,2009,
924,Nome autore 924,1963,
925,Nome autore 925,2006,
926,Nome autore 926,1949,
927,Nome autore 927,1937,
928,Nome autore 928,2019,
929,Nome autore 929,1960,
930,Nome autore 930,2013,
931,Nome autore 931,1990,
932,Nome autore 932,1999,
933,Nome autore 933,1930,
934,Nome autore 934,1909,
935,Nome autore 935,1907,
936,Nome autore 936,1976,
937,Nome autore 937,1913,
938,Nome autore 938,1948,
939,Nome autore 939,1987,
940,Nome autore 940,2019,
941,Nome autore 941,1935,
942,Nome autore 942,1999,
943,Nome autore 943,1969,
944,Nome autore 944,1901,
945,Nome autore 945,1906,
946,Nome autore 946,1939,
947,Nome autore 947,1977,
948,Nome autore 948,1944,
949,Nome autore 949,1974,
950,Nome autore 950,1985,
951,Nome autore 951,1974,
952,Nome autore 952,1940,
953,Nome autore 953,1902,
954,Nome autore 954,1930,
955,Nome autore 955,1933,
956,Nome autore 956,1951,
957,Nome autore 957,1930,
958,Nome autore 958,1915,
959,Nome autore 959,1951,
960,Nome autore 960,1995,
961,Nome autore 961,1983,
962,Nome autore 962,1934,
963,Nome autore 963,1966,
964,Nome autore 964,1969,
965,Nome autore 965,1954,
966,Nome autore 966,1903,
967,Nome autore 967,1937,
968,Nome autore 968,1910,
969,Nome autore 969,1903,
970,Nome autore 970,1953,
971,Nome autore 971,1975,
972,Nome autore 972,1999,
973,Nome autore 973,2014,
974,Nome autore 974,1940,
975,Nome autore 975,1972,
976,Nome autore 976,1945,
977,Nome autore 977,1962,
978,Nome autore 978,1951,
979,Nome autore 979,1961,
980,Nome autore 980,1981,
981,Nome autore 981,1938,
982,Nome autore 982,1955,
983,Nome autore 983,1912,
984,Nome autore 984,1959,
985,Nome autore 985,1998,
986,Nome autore 986,1901,
987,Nome autore 987,1939,
988,Nome autore 988,1962,
989,Nome autore 989,1902,
990,Nome autore 990,1963,
991,Nome autore 991,1978,
992,Nome autore 992,1960,
993,Nome autore 993,1978,
994,Nome autore 994,1936,
995,Nome autore 995,1974,
996,Nome autore 996,1932,
997,Nome autore 997,1953,
