id;tag_id;titolo;tipologia;anno;provenienza;autore;source_file;data_creazione;fonte;secolo
10;43;titolo 7GS4FB6GRZ;Tipologia P6m02l1h0c;1938;Citta 9juk7nr3vg;Nome Autore 10;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
11;32;titolo H0MMBJNJ5F;Tipologia 5ch9w4yul2;1903;Citta Ub9n54atlm;Nome Autore 11;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
12;65;titolo 7TX6K12X1J;Tipologia Vwh2pf3hnc;1949;Citta V3bwu06th2;Nome Autore 12;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
13;77;titolo C3J20Z9M2Z;Tipologia 0hzenz277h;1938;Citta E7ekvbkq9c;Nome Autore 13;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
14;48;titolo 9NWLBDL9FT;Tipologia Kkhguuvk7l;1944;Citta 1uz0cneenr;Nome Autore 14;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
15;47;titolo K846BV6J1G;Tipologia On8cswrg28;2013;Citta Sbezshdq0j;Nome Autore 15;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
16;30;titolo FWQLZT7KEF;Tipologia 6vg0eziaps;2014;Citta 0djqo2etzh;Nome Autore 16;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
17;100;titolo QY8AO51I9K;Tipologia Oen52pqqsb;1922;Citta 4b9ateed4x;Nome Autore 17;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
18;59;titolo 4DWLSG00LM;Tipologia Crft6dnjtj;1964;Citta 939oxb4ji9;Nome Autore 18;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
19;48;titolo SNGMMQR61M;Tipologia 4sprekbtmv;2014;Citta 335dt6soqy;Nome Autore 19;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
20;84;titolo SDXUYAXD4K;Tipologia Rf4qcj93hf;1984;Citta 3r1mb47xm9;Nome Autore 20;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
21;32;titolo Z6ZJJZZ2SW;Tipologia 3ps0cdcjpr;1928;Citta 6au824lnp3;Nome Autore 21;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
22;64;titolo 4LOYMTRMI0;Tipologia Wppm64fpcw;1967;Citta Xtr1ww8fu0;Nome Autore 22;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
23;82;titolo PSEYHWPW2W;Tipologia O978rf9ked;1969;Citta Dyvpr0v8pt;Nome Autore 23;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
24;27;titolo V7CBV3RPZX;Tipologia V0wbyrp2ke;2014;Citta Kpxn3zjw0v;Nome Autore 24;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
25;15;titolo 94FUKEM4XE;Tipologia W7z5u6d8gw;1944;Citta Xwq9akhnhz;Nome Autore 25;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
26;20;titolo 5HM5V48QL9;Tipologia Qn7i5euf2k;1926;Citta Y8se6xahwm;Nome Autore 26;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
27;34;titolo L1KK0CFMI7;Tipologia Jccj0j5638;1971;Citta W86dxcj529;Nome Autore 27;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
28;39;titolo QL1PMHOSQO;Tipologia Ioj8jj948b;1970;Citta 16y6qyns7s;Nome Autore 28;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
29;8;titolo AW37ZRXBET;Tipologia Sk67uyujyw;2009;Citta 3s452yybjn;Nome Autore 29;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
30;27;titolo 0ZFSZ73K8J;Tipologia Js125v4htr;1989;Citta Aivancn78z;Nome Autore 30;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
31;86;titolo 1JCWHLEU5W;Tipologia Otanuedw2j;1926;Citta V5m44t8fou;Nome Autore 31;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
32;9;titolo HUTUQBYODY;Tipologia O4hk4w7uxj;1921;Citta H0yvvbwqef;Nome Autore 32;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
33;80;titolo O45WHL1EZX;Tipologia Mfxspmgggc;1916;Citta 7csr8qmqcc;Nome Autore 33;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
34;41;titolo 3IVZMNBPNE;Tipologia 8pzm2tnmdv;1927;Citta 2hxqwiw79l;Nome Autore 34;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
35;79;titolo Y5BUPC4HKK;Tipologia 0hg0llvfks;1953;Citta U9t7l9utn6;Nome Autore 35;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
36;83;titolo KCVDL70CUA;Tipologia Z9ey7iw3r3;1912;Citta Uv9m2rqydv;Nome Autore 36;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
37;69;titolo 1KCZW0YBAP;Tipologia S4tdvkndi2;2013;Citta Kiki9qonus;Nome Autore 37;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
38;53;titolo T46UUJXRS9;Tipologia Oiw6gq8h89;2009;Citta Ey9t525w96;Nome Autore 38;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
39;72;titolo 6ZR9ZVHRMF;Tipologia Evsnlmndcf;1951;Citta Ofx5camldu;Nome Autore 39;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
40;95;titolo 88OTEVVV8R;Tipologia Wjbcdhmzbf;2005;Citta B2petckazb;Nome Autore 40;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
41;50;titolo 3ERRTHDQW1;Tipologia Kx0wxjrhvd;1941;Citta 1nfxtofkml;Nome Autore 41;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
42;42;titolo T4UHT28YK9;Tipologia Wawdb69kqg;1968;Citta Xqi6nhv3n5;Nome Autore 42;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
43;31;titolo 7VH084ZHO8;Tipologia Poxvsprhtn;2016;Citta Oajlasy3yl;Nome Autore 43;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
44;14;titolo 3LS4LLUQE9;Tipologia Zv11m0xapt;1960;Citta 0sxmnsfy4x;Nome Autore 44;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
45;93;titolo SKHD0301MQ;Tipologia Wcq0m6jl6g;2012;Citta V89bj69hg6;Nome Autore 45;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
46;65;titolo N9DARSE5SJ;Tipologia Mctubmyn9l;1929;Citta Cumel75u3p;Nome Autore 46;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
47;80;titolo Y8E4R9LHFY;Tipologia Mo2rt600m9;2014;Citta Gu9zh7pnzh;Nome Autore 47;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
48;86;titolo 9XYX3Q9QSC;Tipologia Bjn4hpgf4r;1962;Citta 0ycvffbyw2;Nome Autore 48;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
49;10;titolo 7HPLGVQ8MX;Tipologia 2g0q89bm9r;2013;Citta C2wu3ztqq9;Nome Autore 49;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
50;70;titolo 81IO4B18VR;Tipologia 9unbeonc2u;1915;Citta Eytq2mummw;Nome Autore 50;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
51;32;titolo F2PIVF7445;Tipologia Giyv0ctcb2;2011;Citta S60qfmcufc;Nome Autore 51;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
52;95;titolo 2JY7F77FR7;Tipologia F0s7qe89vl;1946;Citta Wyvpncrzsm;Nome Autore 52;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
53;2;titolo 7S8097C869;Tipologia Nqzo30fqoh;1945;Citta 30iwd2gkvn;Nome Autore 53;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
54;11;titolo C9Q0B4I01G;Tipologia Qptdji7u48;2013;Citta 45tox7odx7;Nome Autore 54;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
55;69;titolo E1KK5IIG11;Tipologia Mgsyclxkac;2016;Citta Jhvid12yrp;Nome Autore 55;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
56;54;titolo M2C6KZE870;Tipologia J9fd9du8x0;1903;Citta Aw7fbb9qnv;Nome Autore 56;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
57;80;titolo HP8DTD2VN3;Tipologia Fzc9ueqn5f;1936;Citta Epzr8yp89e;Nome Autore 57;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
58;46;titolo E2B5P1SJ0U;Tipologia 7v1vd3c342;1935;Citta Af6vth762r;Nome Autore 58;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
59;39;titolo EE5GPQ4TFD;Tipologia B62e7dzie2;1916;Citta 411karu4aw;Nome Autore 59;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
60;78;titolo N6IA7QE561;Tipologia 0245jwu0qh;2002;Citta L5f3aj73p8;Nome Autore 60;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
61;66;titolo O3GNQUFSBO;Tipologia Ffig7mie32;1971;Citta 6e4qweb0b9;Nome Autore 61;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
62;25;titolo E6QWWDRS9A;Tipologia Daqmjxmu9t;1966;Citta Wqw2fd7m96;Nome Autore 62;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
63;87;titolo NAH2081Q6J;Tipologia Dor7vz368r;1919;Citta Dg3i9i6xyt;Nome Autore 63;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
64;10;titolo VF6YYPADSV;Tipologia 4a01477d5r;1933;Citta V1hss7hfca;Nome Autore 64;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
65;71;titolo E7Y8HLYLD1;Tipologia 9yn48ntex5;2012;Citta Vptf8owbr7;Nome Autore 65;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
66;97;titolo OYRK31BI8H;Tipologia Jzvziz4r36;2003;Citta Ngt9qhhdkl;Nome Autore 66;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
67;96;titolo ZXH1UIYMI9;Tipologia Qkno1lxvnv;2011;Citta Lemmrug4p3;Nome Autore 67;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
68;89;titolo JQP257LKAX;Tipologia 9ssi6uiis4;1991;Citta 1wxw6zdz4e;Nome Autore 68;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
69;63;titolo ZHQUE2E7US;Tipologia 57xganahb4;1931;Citta 1q8bqz9riu;Nome Autore 69;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
70;24;titolo PUYFEECUJN;Tipologia Unu4mkaljj;1966;Citta 91u1e6pyqn;Nome Autore 70;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
71;92;titolo T00X418CYZ;Tipologia L7p1hqoyca;1931;Citta 9hp71pjhya;Nome Autore 71;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
72;94;titolo Y08NF1MFQN;Tipologia V1xyazbr60;1978;Citta Hcrz4r0l9j;Nome Autore 72;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
73;62;titolo RWWFS03DVK;Tipologia Zxfej7q28h;1926;Citta W96u69344e;Nome Autore 73;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
74;37;titolo 8SSY4OUMMI;Tipologia Ucvrd4by9y;1989;Citta Qa9kcy52dj;Nome Autore 74;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
75;52;titolo MX7B8Y2TIX;Tipologia L86elff66r;1988;Citta 74tla8dm6v;Nome Autore 75;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
76;32;titolo 8WC5FLLVU2;Tipologia 2tusodh46m;1985;Citta Lcdipts024;Nome Autore 76;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
77;72;titolo TB7WFFXIX7;Tipologia Ua8hzjatmp;1926;Citta Gf484ecmel;Nome Autore 77;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
78;20;titolo 0LVUMEK54H;Tipologia Ubvpdz4452;1967;Citta Bhhsybsuy3;Nome Autore 78;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
79;90;titolo ZMYZ7UU9WS;Tipologia 82rjmj9dms;1906;Citta Ep80nojljh;Nome Autore 79;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
80;74;titolo RBOR1QNQBG;Tipologia Ypt3w10eeg;1960;Citta 6dxr5qq7ug;Nome Autore 80;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
81;39;titolo 0MXUJBFEZW;Tipologia Zg05qawhmv;1987;Citta 6zz7xkjerc;Nome Autore 81;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
82;59;titolo J7PHRP86W7;Tipologia Sixt9m40mi;1934;Citta M0spolrpmz;Nome Autore 82;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
83;65;titolo HX3CRAQIYQ;Tipologia T4au1u2cir;1971;Citta Rkuixadyhd;Nome Autore 83;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
84;37;titolo R8GIO66YSO;Tipologia 43erp0yvdq;2019;Citta 32gy4357i7;Nome Autore 84;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;21
85;29;titolo NK8Z7NVHGZ;Tipologia T7biiich7w;1990;Citta B3mzgddb2k;Nome Autore 85;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
86;60;titolo LMCGH0IIZJ;Tipologia Y37cef5snj;1967;Citta M9jeg89ov4;Nome Autore 86;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
87;41;titolo Q1MAD9XFOZ;Tipologia 5zrzxshh6i;1904;Citta Hnupbyx2vk;Nome Autore 87;C:/stefano/Universita/Anno 5/Tesi e Stage/progetto cms brescia musei/data_lake_brescia_musei/raw/opere/lista/test/processed/raw_opere_1000.csv;2022-09-23T11:17:18.000+02:00;test;20
